Fonts & Materials/ARIAL SDF	
To rotate the camera:\nHold the Middle Mouse Button and drag the mouse left/right.\nOr use the {[Menu/InputActions/CameraRotateClockwise]} and {[Menu/InputActions/CameraRotateAntiClockwise]} keys.	
Zoom the Camera	
To zoom:\nScroll the Mouse Wheel.\nOr use the {[Menu/InputActions/CameraZoomIn]} and {[Menu/InputActions/CameraZoomOut]} keys.	
"You can open a closed room, if you have power available, by clicking on it and selecting ""Open"" from the Room Info Panel. Each open room costs one power unit."	
Open {[COUNT]} Rooms	
Get an Organisation Value of {[CASH]}	
{[CASH]} remaining	
Own {[COUNT]} Buildings[i2p_One]Own {[COUNT]} Building	
Own {[COUNT]} Plots[i2p_One]Own {[COUNT]} Plot	
"Click on a plot to view its objective. Select ""Start Challenge"" to activate that objective, then achieve the criteria in order to unlock that plot. Up to three plot objectives can be active at the same time."	
Buy another plot of land or building nearby to expand your hospital.	
Sacrifice {[DEATHS]} Patients	
Patient Flow	
Allocate power to the Patient Flow transport system to increase the number of patients arriving at the hospital.	
Open Rooms	
"Each open room costs one power unit. If you're maxed out, and need to open a room, try building more green energy machines, closing other rooms, or taking power out of the Staff Applicants & Patient Flow systems."	
Staff Applicants	
Allocate power to the Staff Applicants system to increase the rate at which potential staff members become available to Hire.	
Power Supply	
"Power can be used to open rooms, increase the number of job applicants or the rate of patient arrival. To increase the maximum amount of power available, build more green energy machines. "	
Process {[COUNT]} Patients in {[ROOM]}[i2p_One]Process a Patient in {[ROOM]}	
Process {[COUNT]} Patients[i2p_One]Process a Patient	
Get Balance to {[CASH]}	
{[CASH]} remaining	
Complete Wave {[WAVE]}	
Currently on Wave: {[WAVE]}	
Complete A Recruitment Marketing Campaign	
Reputation of {[TARGET]}	
Current Reputation {[SCORE]}	
"Increase Reputation by curing as many patients as you can, keeping people happy, and gaining publicity from special visitors and marketing."	
Generate {[COUNT]} Research Points[i2p_One]Generate a research point	
"Complete research in a Research Room. Select the research pod, then choose a project. You'll need a Doctor with a Research Qualification to carry out the work."	
Expose {[COUNT_ALIENS]} Alien Infiltrators	
Found {[COUNT_REVEALED]} of {[COUNT_ALIENS]}	
"Look out for Alien Infiltrators, they'll make a mess and waste our time. Send them home if you spot them. Their cloaking devices faulter occasionally, but they can also be seen looking in bins, taking notes or acting in an un-human-like fashion. "	
Build {[COUNT]} rooms	
{[COUNT]} remaining	
Get a Level {[LEVEL]} Room	
Get a Level {[LEVEL]} {[ROOM]}	
"Increase the prestige level of a room by making it larger, and adding more interesting items to it."	
Rotate an Item	
To rotate a held item:\nHold the Left Mouse Button and drag left/right.\nOr use the {[Menu/InputActions/RotateItemClockwise]} and {[Menu/InputActions/RotateItemAntiClockwise]} keys.	
Shoot {[COUNT]} Monobeasts[i2p_One]Shoot a Mono Beast	
Happiness to {[TARGET]}	
Current Happiness {[PERCENT]}	
Staff Morale of {[TARGET]}	
Current Staff Morale: {[CURRENT]}	
"To increase Staff Morale, make sure staff don't get too tired, ensure they can satisfy their needs, give them a nice working environment, and give them pay rises, promotions and training. Select a member of staff to see what is affecting their mood."	
Promote {[COUNT]} Assistants[i2p_One]Promote an Assistant	
Promote {[COUNT]} Doctors[i2p_One]Promote a Doctor	
Promote {[COUNT]} Staff[i2p_One]Promote a Staff member	
Promote {[COUNT]} Janitors[i2p_One]Promote a Janitor	
Promote {[COUNT]} Nurses[i2p_One]Promote a Nurse	
"Staff gain experience as they work. They will be ready for promotion when they have enough experience, and when they have completed some training."	
Train {[COUNT]} Assistants in {[QUALIFICATION]}[i2p_One]Train an Assistant in {[QUALIFICATION]}	
Train {[COUNT]} Assistants[i2p_One]Train an Assistant	
Train {[COUNT]} Doctors in {[QUALIFICATION]}[i2p_One]Train a Doctor in {[QUALIFICATION]}	
Train {[COUNT]} Doctors[i2p_One]Train a Doctor	
Train {[COUNT]} Staff[i2p_One]Train a Staff member	
Train {[COUNT]} Janitors in {[QUALIFICATION]}[i2p_One]Train a Janitor in {[QUALIFICATION]}	
Train {[COUNT]} Janitors[i2p_One]Train a Janitor	
Train {[COUNT]} Nurses in {[QUALIFICATION]}[i2p_One]Train a Nurse in {[QUALIFICATION]}	
Train {[COUNT]} Nurses[i2p_One]Train a Nurse	
Train {[COUNT]} Staff in {[QUALIFICATION]}[i2p_One]Train a Staff member in {[QUALIFICATION]}	
Staff with a free training slot can be sent on a training course in a Training Room. Promote staff to allow them to do more training.	
Thermal Comfort of {[TARGET]}	
Thermal Comfort {[SCORE]}	
Keep the temperature comfortable for staff and patients by placing radiators or air-conditioning units.	
Keep people warm by placing radiators around the hospital.	
Keep people cool by placing air-conditioning units around the hospital.	
Get {[COUNT]} stars[i2p_One]Get a star	
{[COUNT]} remaining	
Upgrade {[COUNT]} Machines[i2p_One]Upgrade a Machine	
Select a machine and choose the upgrade option if you have one available. You'll need a Janitor with a Mechanics Qualification to apply the upgrade. Unlock more upgrades through research and challenges.	
Vaccinate {[COUNT]} Infected People	
"When there is a contagious disease in the hospital, vaccinate people who exhibit the symptoms."	
Decorate the hospital and minimise loose rubbish and waste.	
Use upgraded machinery and qualified staff.	
Supply hand sanitiser and keep toilets well-equipped.	
Keep visitors entertained and well-fed.	
Use marketing and positive word-of-mouth.	
Pay well and provide a nice working environment.	
"The monthly funding that you receive from Holistix can vary between {[LOWER]} and {[UPPER]} of your current running costs, depending on your score on the Wellness Index during the previous 3 month evaluation period."	
"Click on an overgrown plot to view its objective. Select ""Start Challenge"" to activate that objective, then achieve the criteria in order to unlock that plot. Up to three plot objectives can be active at the same time."	
"A wave is completed, and we'll advance to the next wave, if we're able to achieve the target cure rate for that wave. If the target cure rate isn't met, we'll have to repeat the last wave."	
"Each wave begins with a number of patients arriving. We'll need to successfully complete all Wave Objectives, before all of the patients have been processed, in order to progress to the next wave."	
Wellness Funding	
Wellness Index	
Disaster Warning: There are reports of a solar event affecting the area.	
Solar Event	
"Warning, a solar event has been detected! This could damage our machinery."	
{0} / {1} days[i2p_One]{0} / {1} day	
Travelling ...	
Health Inspector Henry Jobsworth is arriving at the hospital.	
We are delighted to announce that the Board of Health and Safety will be sending one of our inspectors to your hospital shortly for an inspection. Mr Henry Jobsworth will arrive and be carrying out inspections of your diagnosis equipment. We hope everything is in ship-shape!	
Notice of Inspection	
"I am unhappy to report that your hospital does not meet the local Health & Safety standards and regulations. I will have to publically report my findings to the local authority. You need to tidy up your act!\\n\\nRegards,\\nMr Henry Jobsworth"	
"I am able to report that your hospital has received a 'satisfactory' rating. There is plenty of room for improvement, but no major problems. Please make more of an effort next time.\\n\\nKindest regards,\\n\\n Mr Henry Jobsworth."	
"I am happy to report that your hospital has met the local health and saftey standards and regulations. I am satisfied that you are running your hospital in a clean and orderly manner. I will submit a public report very soon and you shall receive a bonus of 짙15,000 for your hospital. Keep up the good work.\\n\\nRegards,\\nMr Henry Jobsworth"	
"I am delighted to report that your hospital has surpassed the local health and saftey standards and regulations. I am highly impressed that you are running your hospital in a clean and orderly manner. I will submit a glowing public report very soon and you shall receive a bonus of 짙30,000 for your hospital. Keep up the good work.\\n\\nRegards,\\nMr Henry Jobsworth"	
Inspection Report	
That group of patients are arriving??	
A local company have come down with some mysterious illness. They're willing to pay us extra if we can cure them within 180 days. Shall we accept?	
VIP Patient Group	
Sadly we didn't cure enough of the patient group. This has damaged our reputation and we haven't been sent a reward.	
Special Report	
Perfect! We cured the entire group of patients. This has really helped our reputation and we've been sent a big reward.	
"Well done, we cured enough of the patient group. This has helped our reputation and we've been sent a reward."	
Special Report	
VIP patient arriving...	
We've been contacted by a local 'very very important person' who is suffering from some mysterious ailment. They're offering a big reward if we can diagnose and cure them. What do you think?	
VIP Patient	
Sadly we didn't cure the VIP patient.	
Special Report	
"Well done, we cured the VIP patient! We've received a massive box of treasure!"	
Special Report	
Film star Roderick Cushion is arriving at the hospital.	
"Famous actor Roderick Cushion, star of the Perilous Spandex films, is interested in visiting the hospital. Shall we invite him in?"	
Movie Star Visit	
Actor Roderick Cushion	
"Film star, and person from those DVDs, Roderick Cushion is in the area filming ""Tales of a Pointy Mountain Goat"". His agents have asked if we'd like to host him for a promotional visit, and have assured us that none of the goats will be joining him.\nIf he's impressed with the hospital it could be good for our reputation, and he might even make a donation. What do you think?"	
